id,name,loss_type,attack_time,attack_date,attack_lat,attack_lo,nationality,tonnage,complement,survivors,dead,commander,ship_name
558,U-558,Sunk,6.15.00 AM,5/18/1942,22.1,72.3,Dutch,1254,29,27,2,Günther Krech,Fauna
558,U-558,Sunk,6.22.00 PM,5/21/1942,18.15,79.2,Canadian,1925,18,18,0,Günther Krech,Troisdoc
185,U-185,Sunk,6.07.00 AM,7/7/1943,,,American,7061,57,52,5,August Maus,William Boyce Thompson
558,U-558,Sunk,1.34.00 AM,5/25/1942,17.21,76.07,American,3451,31,30,1,Günther Krech,Beatrice
558,U-558,Sunk,10.51.00 AM,5/27/1942,17.36,74.42,American,2622,60,23,37,Günther Krech,Jack
558,U-558,Sunk,2.55.00 AM,6/2/1942,26,59.34,Dutch,2078,36,30,6,Günther Krech,Triton
558,U-558,Sunk,10.34.00 AM,8/25/1942,17.46,75.52,British,1987,44,31,13,Günther Krech,Amakura
558,U-558,Sunk,6.23.00 AM,9/13/1942,12.07,63.32,Dutch,7915,82,69,13,Günther Krech,Suriname
558,U-558,Sunk,6.23.00 AM,9/13/1942,12.07,63.32,British,7241,47,47,0,Günther Krech,Empire Lugard
558,U-558,Total Loss,8.28.00 AM,9/13/1942,12.15,62.52,Norwegian,6672,34,34,0,Günther Krech,Vilja
558,U-558,Sunk,10.59.00 AM,9/16/1942,10.3,60.15,American,2606,38,28,10,Günther Krech,Commercial Trader
558,U-558,Sunk,10.14.00 PM,2/23/1943,31.18,27.2,British,9811,53,53,0,Günther Krech,Empire Norseman
559,U-559,Sunk,2.08.00 AM,8/19/1941,48.48,17.46,British,1584,25,24,1,Hans Heidtmann,Alva
559,U-559,Sunk,12.12.00 AM,11/27/1941,32.2,24.35,Australian,1060,162,24,138,Hans Heidtmann,HMAS Parramatta (L 44)
559,U-559,Sunk,7.02.00 PM,12/23/1941,32.06,24.46,British,3059,,,700,Hans Heidtmann,Shuntien
559,U-559,Sunk,2.29.00 PM,12/26/1941,32.11,24.44,Polish,2487,468,445,23,Hans Heidtmann,Warszawa
559,U-559,Sunk,4.56.00 AM,6/10/1942,31.12,28.1,Norwegian,4681,31,17,14,Hans Heidtmann,Athene
559,U-559,Total Loss,4.56.00 AM,6/10/1942,31.12,28.1,British,5917,60,53,7,Hans Heidtmann,Brambleleaf
559,U-559,Total Loss,,10/12/1942,,,Egyptian,200,,,,Hans Heidtmann,Bringhi
561,U-561,Sunk,4.24.00 AM,7/28/1941,43,17,British,1884,26,26,0,Robert Bartels,Wrotham
561,U-561,Sunk,11.35.00 PM,11/11/1941,52.5,33.2,Panamanian,5592,26,0,26,Robert Bartels,Meridian
561,U-561,Sunk,3.37.00 AM,11/14/1941,49.3,37.15,Panamanian,2939,34,1,33,Robert Bartels,Crusader
561,U-561,Damaged,,5/14/1942,31.27,32.27,Greek,4043,,,0,Robert Bartels,Fred
561,U-561,Total Loss,,5/14/1942,31.27,32.27,Norwegian,5062,38,36,2,Robert Bartels,Hav
561,U-561,Sunk,,5/14/1942,31.21,32.21,Greek,6692,30,27,3,Robert Bartels,Mount Olympus
561,U-561,Sunk,11.35.00 PM,9/24/1942,,,Egyptian,39,,,0,Heinz Schomburg,Sphinx
562,U-562,Sunk,2.44.00 AM,9/22/1941,61.45,35.15,British,1590,27,0,27,Horst Hamm,Erna III
562,U-562,Sunk,6.52.00 AM,10/2/1941,59.08,32.26,British,7463,60,27,33,Horst Hamm,Empire Wave
562,U-562,Sunk,1.19.00 AM,12/2/1941,35.21,3.26,British,4274,43,2,41,Horst Hamm,Grelhead
562,U-562,Sunk,7.45.00 PM,4/29/1942,35.09,33.56,British,81,10,7,3,Horst Hamm,Alliance
562,U-562,Sunk,7.45.00 PM,4/29/1942,35.09,33.56,British,157,,,0,Horst Hamm,Terpsithea
562,U-562,Damaged,12.46.00 AM,7/14/1942,33.33,35.1,Dutch,3359,,,1,Horst Hamm,Adinda
562,U-562,Sunk,2.23.00 AM,12/21/1942,36.52,0.34,British,23722,5122,106,16,Horst Hamm,Strathallan
563,U-563,Sunk,12.30.00 AM,10/24/1941,35.56,10.04,British,1870,219,60,159,Klaus Heinrich Bargsten,HMS Cossack (G 03)
563,U-563,Sunk,,12/18/1942,44.35,16.28,British,4906,56,55,1,Götz von Hartmann,Bretwalda
530,U-530,Sunk,11.45.00 AM,4/5/1943,58.16,34.14,American,9005,69,0,69,Kurt Lange,Sunoil
563,U-563,Sunk,4.46.00 AM,4/12/1943,54.1,30,British,7117,67,56,11,Götz von Hartmann,Pacific Grove
706,U-706,Sunk,4.46.00 AM,4/12/1943,54.15,30,British,7261,45,45,0,Alexander von Zitzewitz,Fresno City
563,U-563,Sunk,4.46.00 AM,4/12/1943,54.3,30.3,Dutch,2666,41,41,0,Götz von Hartmann,Ulysses
564,U-564,Sunk,1.55.00 AM,6/27/1941,60,30.35,Dutch,8812,80,78,2,Reinhard Suhren,Maasdam
564,U-564,Sunk,1.55.00 AM,6/27/1941,59.56,30.35,British,8651,49,6,43,Reinhard Suhren,Malaya II
67,U-67,Sunk,3.32.00 PM,2/21/1942,12.23,69.16,Norwegian,9467,46,9,37,Günther Müller-Stöckheim,Kongsgaard
564,U-564,Sunk,7.58.00 PM,6/29/1941,58.2,43,Icelandic,1215,20,6,14,Reinhard Suhren,Hekla
564,U-564,Sunk,11.31.00 PM,8/22/1941,40.43,11.39,Irish,1203,33,13,20,Reinhard Suhren,Clonlara
564,U-564,Sunk,11.31.00 PM,8/22/1941,40.43,11.39,British,484,37,14,23,Reinhard Suhren,Empire Oak
564,U-564,Sunk,5.25.00 AM,8/23/1941,40.25,10.4,British,900,65,15,50,Reinhard Suhren,HMS Zinnia (K 98)
564,U-564,Sunk,6.36.00 AM,10/24/1941,36.2,10.5,British,3670,42,18,24,Reinhard Suhren,Carsbreck
564,U-564,Sunk,6.36.00 AM,10/24/1941,35.42,10.58,British,1352,33,33,0,Reinhard Suhren,Alhama
564,U-564,Sunk,6.36.00 AM,10/24/1941,36.2,10.5,British,2176,51,45,6,Reinhard Suhren,Ariosto
564,U-564,Sunk,3.28.00 AM,2/11/1942,36.12,67.14,Canadian,11410,47,0,47,Reinhard Suhren,Victolite
564,U-564,Damaged,8.38.00 PM,2/16/1942,37.38,66.07,British,6195,,,,Reinhard Suhren,Opalia
564,U-564,Sunk,8.24.00 AM,5/3/1942,28.21,80.23,British,7174,47,42,5,Reinhard Suhren,Ocean Venus
564,U-564,Damaged,7.04.00 PM,5/4/1942,26.3,80,British,9767,47,45,2,Reinhard Suhren,Eclipse
220,U-220,Sunk,8.30.00 PM,10/19/1943,47.19,52.27,American,3478,42,42,0,Bruno Barber,Delisle
564,U-564,Sunk,6.12.00 PM,5/8/1942,26.31,79.59,American,6078,37,22,15,Reinhard Suhren,Ohioan
564,U-564,Sunk,10.02.00 AM,5/9/1942,26.26,80,Panamanian,7138,44,31,13,Reinhard Suhren,Lubrafol
564,U-564,Sunk,7.17.00 AM,5/14/1942,25.35,80.06,Mexican,4000,35,22,13,Reinhard Suhren,Potrero del Llano
564,U-564,Sunk,2.30.00 AM,7/19/1942,42.29,25.56,British,5724,47,0,47,Reinhard Suhren,Empire Hawksbill
564,U-564,Sunk,2.30.00 AM,7/19/1942,42.38,25.28,British,5372,48,41,7,Reinhard Suhren,Lavington Court
564,U-564,Sunk,10.07.00 AM,8/19/1942,11.58,62.38,British,6940,42,40,2,Reinhard Suhren,British Consul
564,U-564,Sunk,10.10.00 AM,8/19/1942,11.58,62.38,British,5969,54,54,0,Reinhard Suhren,Empire Cloud
564,U-564,Sunk,6.12.00 AM,8/30/1942,11.35,60.4,Norwegian,8176,41,41,0,Reinhard Suhren,Vardaas
565,U-565,Sunk,8.01.00 PM,3/11/1942,32.01,26.2,British,5450,664,582,82,Johann Jebsen,HMS Naiad (93)
565,U-565,Sunk,2.55.00 AM,4/23/1942,31.51,26.37,British,1361,23,22,1,Wilhelm Franken,Kirkland
565,U-565,Sunk,8.06.00 AM,12/18/1942,35.5,1.35,British,1540,211,173,38,Wilhelm Franken,HMS Partridge (G 30)
565,U-565,Damaged,1.54.00 PM,2/24/1943,35.56,0.05,American,7176,57,53,4,Wilhelm Franken,Nathanael Greene
565,U-565,Damaged,9.10.00 AM,2/27/1943,35.33,2.33,British,10389,51,50,1,Wilhelm Franken,Seminole
565,U-565,Sunk,7.52.00 AM,4/20/1943,35.59,1.25,American,5594,61,61,0,Wilhelm Franken,Michigan
565,U-565,Sunk,7.52.00 AM,4/20/1943,35.59,1.25,French,4392,1131,520,611,Wilhelm Franken,Sidi-Bel-Abbès
566,U-566,Sunk,4.34.00 AM,2/15/1942,44.14,62.41,Greek,4181,39,15,24,Dietrich Borchert,Meropi
566,U-566,Sunk,8.36.00 AM,6/1/1942,35.55,63.35,British,8967,68,65,3,Dietrich Borchert,Westmoreland
566,U-566,Sunk,5.56.00 PM,8/17/1942,39.31,22.43,Norwegian,6607,43,43,0,Gerhard Remus,Triton
566,U-566,Sunk,7.08.00 PM,8/28/1942,40.2,16.02,British,5661,84,63,21,Gerhard Remus,City of Cardiff
566,U-566,Sunk,7.08.00 PM,8/28/1942,40.2,16.02,Dutch,8424,68,68,0,Gerhard Remus,Zuiderkerk
566,U-566,Sunk,2.36.00 PM,11/7/1942,50,30,British,4252,49,5,44,Gerhard Remus,Glenlea
566,U-566,Sunk,9.37.00 PM,8/5/1943,36.17,74.29,American,2265,179,84,95,Hans Hornkohl,USS Plymouth (PG 57)
567,U-567,Sunk,8.42.00 PM,9/3/1941,52.15,21.1,British,3485,58,22,36,Theodor Fahr,Fort Richepanse
567,U-567,Sunk,7.23.00 PM,12/21/1941,43.55,19.5,Norwegian,3324,38,4,34,Engelbert Endrass,Annavore
568,U-568,Sunk,3.11.00 AM,8/12/1941,62,16.01,British,925,66,0,66,Joachim Preuss,HMS Picotee (K 63)
568,U-568,Sunk,1.14.00 AM,10/16/1941,54.55,27.15,British,6023,43,1,42,Joachim Preuss,Empire Heron
568,U-568,Damaged,veral,10/17/1941,57,24,American,1630,199,188,11,Joachim Preuss,USS Kearny (DD 432)
568,U-568,Sunk,1.35.00 AM,12/24/1941,31.46,28,British,925,106,0,106,Joachim Preuss,HMS Salvia (K 97)
569,U-569,Sunk,7.17.00 PM,3/8/1942,59.31,10.15,British,984,32,29,3,Hans-Peter Hinsch,Hengist
94,U-94,Sunk,2.46.00 PM,6/11/1942,49.5,41.37,British,4458,48,46,2,Otto Ites,Pontypridd
571,U-571,Total Loss,4.59.00 AM,8/26/1941,70.08,36.03,Soviet,3870,,,,Helmut Möhlmann,Marija Uljanova
571,U-571,Sunk,8.58.00 PM,3/29/1942,40.5,63.31,British,10923,62,58,4,Helmut Möhlmann,Hertford
571,U-571,Sunk,5.00.00 PM,4/6/1942,34.39,68.25,Norwegian,10044,36,33,3,Helmut Möhlmann,Koll
571,U-571,Sunk,9.02.00 PM,4/14/1942,35.15,74.38,American,3352,29,0,29,Helmut Möhlmann,Margaret
571,U-571,Sunk,9.02.00 AM,7/7/1942,25.35,80.02,British,8141,92,92,0,Helmut Möhlmann,Umtata
571,U-571,Total Loss,6.16.00 AM,7/8/1942,24.47,80.42,American,9788,43,42,1,Helmut Möhlmann,"J.A. Moffett, Jr."
571,U-571,Sunk,4.01.00 PM,7/9/1942,23.54,82.33,Honduran,1051,20,19,1,Helmut Möhlmann,Nicholas Cuneo
571,U-571,Damaged,7.49.00 AM,7/15/1942,24.05,83.42,American,11394,59,57,2,Helmut Möhlmann,Pennsylvania Sun
407,U-407,Damaged,5.04.00 PM,2/29/1944,35.36,35.33,British,6207,66,66,0,Hubertus Korndörfer,Ensis
572,U-572,Sunk,6.00.00 PM,4/16/1942,35.35,72.48,Panamanian,2368,31,30,1,Heinz Hirsacker,Desert Light
572,U-572,Sunk,3.06.00 AM,4/20/1942,34.21,69,British,7164,51,25,26,Heinz Hirsacker,Empire Dryden
572,U-572,Sunk,12.21.00 AM,8/7/1942,,25.37,Dutch,5281,39,38,1,Heinz Hirsacker,Delfshaven
572,U-572,Sunk,8.46.00 PM,6/22/1943,23.56,43.1,French,4220,136,113,23,Heinz Kummetat,Lot
572,U-572,Sunk,7.30.00 AM,7/14/1943,10.05,60.2,British,114,8,8,0,Heinz Kummetat,Harvard
572,U-572,Sunk,2.00.00 AM,7/15/1943,,59.5,British,176,11,11,0,Heinz Kummetat,Gilbert B. Walters
573,U-573,Sunk,11.57.00 PM,12/21/1941,35.41,5.1,Norwegian,5289,41,41,0,Heinrich Heinsohn,Hellen
574,U-574,Sunk,4.15.00 AM,12/19/1941,38.12,17.23,British,1190,161,25,136,Dietrich Gengelbach,HMS Stanley (I 73)
575,U-575,Sunk,7.09.00 AM,10/2/1941,54.16,26.36,Dutch,4652,35,34,1,Günther Heydemann,Tuva
575,U-575,Sunk,3.38.00 AM,4/16/1942,38.45,66.45,American,6887,38,24,14,Günther Heydemann,Robin Hood
575,U-575,Sunk,3.38.00 AM,7/4/1942,19.33,68.39,American,2689,30,21,9,Günther Heydemann,Norlandia
575,U-575,Sunk,2.47.00 AM,7/9/1942,11.4,60.55,British,5345,78,75,3,Günther Heydemann,Empire Explorer
575,U-575,Sunk,,7/18/1942,11.2,58.5,British,69,,,0,Günther Heydemann,Comrade
575,U-575,Sunk,,7/18/1942,10.5,58.58,British,75,10,10,0,Günther Heydemann,Glacier
575,U-575,Damaged,6.25.00 AM,7/18/1942,10.3,60.27,British,12910,52,40,12,Günther Heydemann,San Gaspar
575,U-575,Sunk,10.13.00 PM,10/29/1942,48.3,28.5,British,11330,393,31,362,Günther Heydemann,Abosso
575,U-575,Sunk,10.05.00 PM,1/25/1943,34.47,31.1,American,4963,65,59,6,Günther Heydemann,City of Flint
575,U-575,Sunk,1.54.00 AM,3/10/1944,45.24,18.09,British,1015,97,5,92,Wolfgang Boehmer,HMS Asphodel (K 56)
576,U-576,Sunk,3.37.00 AM,2/14/1942,43.27,58.55,British,6946,55,0,55,Hans-Dieter Heinicke,Empire Spring
576,U-576,Sunk,6.54.00 PM,4/21/1942,37.43,66.16,American,5102,46,46,0,Hans-Dieter Heinicke,Pipestone County
576,U-576,Sunk,7.37.00 AM,4/30/1942,41.52,67.43,Norwegian,1339,20,3,17,Hans-Dieter Heinicke,Taborfjell
576,U-576,Sunk,8.25.00 PM,7/15/1942,34.46,75.22,Nicaraguan,2063,24,24,0,Hans-Dieter Heinicke,Bluefields
576,U-576,Damaged,8.25.00 PM,7/15/1942,34.47,75.22,American,8310,56,56,0,Hans-Dieter Heinicke,Chilore
576,U-576,Damaged,8.25.00 PM,7/15/1942,33.44,75.19,Panamanian,11147,59,57,2,Hans-Dieter Heinicke,J.A. Mowinckel
578,U-578,Sunk,6.36.00 AM,2/27/1942,39.47,73.26,American,7451,49,2,47,Ernst-August Rehwinkel,R.P. Resor
578,U-578,Sunk,r two,2/28/1942,38.37,74.32,American,1090,149,11,138,Ernst-August Rehwinkel,USS Jacob Jones (DD 130)
578,U-578,Sunk,3.36.00 PM,3/12/1942,41.3,51,Norwegian,3089,32,0,32,Ernst-August Rehwinkel,Ingerto
578,U-578,Sunk, five,5/27/1942,38.12,63.22,Dutch,6269,80,65,15,Ernst-August Rehwinkel,Polyphemus
578,U-578,Sunk,7.05.00 AM,6/2/1942,39.25,69.5,Norwegian,6826,47,43,4,Ernst-August Rehwinkel,Berganger
581,U-581,Sunk,,1/19/1942,,,British,364,25,0,25,Werner Pfeifer,HMS Rosemonde
582,U-582,Sunk,6.58.00 PM,1/26/1942,42.41,53.02,British,5189,42,32,10,Werner Schulte,Refast
582,U-582,Sunk,,7/12/1942,31.15,23.5,New Zealand,46,,,,Werner Schulte,HMNZS ML-1090
582,U-582,Sunk,1.47.00 AM,7/12/1942,31.15,23.5,British,8826,91,3,88,Werner Schulte,Port Hunter
582,U-582,Sunk,3.30.00 AM,7/15/1942,23.48,21.51,British,7524,59,0,59,Werner Schulte,Empire Attendant
582,U-582,Sunk,8.12.00 PM,7/22/1942,,22.12,American,7493,39,39,0,Werner Schulte,Honolulan
582,U-582,Sunk,8.47.00 AM,7/27/1942,,25.05,American,6801,53,52,1,Werner Schulte,Stella Lykes
582,U-582,Sunk,,9/22/1942,45.57,30.05,Norwegian,2993,48,0,48,Werner Schulte,Vibran
584,U-584,Sunk,7.22.00 AM,1/10/1942,70.09,32.5,Soviet,206,21,0,21,Joachim Deecke,M-175
584,U-584,Sunk,9.10.00 PM,9/11/1942,51.23,28.13,British,8029,53,50,3,Joachim Deecke,Empire Oil
584,U-584,Sunk,7.25.00 PM,9/11/1942,49.32,32.21,Norwegian,4884,41,40,1,Joachim Deecke,Hindanger
584,U-584,Sunk,4.43.00 PM,5/5/1943,54.47,44.12,American,5565,61,61,0,Joachim Deecke,West Madaket
586,U-586,Damaged,5.38.00 AM,2/9/1942,59.5,9.4,Norwegian,9057,23,23,0,Dietrich von der Esch,Anna Knudsen
586,U-586,Sunk,1.18.00 AM,11/2/1942,70.15,13.5,British,6640,67,3,64,Dietrich von der Esch,Empire Gilbert
586,U-586,Sunk,10.06.00 PM,3/9/1943,66.44,10.41,American,6076,65,1,64,Dietrich von der Esch,Puerto Rican
587,U-587,Sunk,9.50.00 AM,2/24/1942,43.57,44.45,British,8009,62,0,62,Ulrich Borcherdt,Anadara
587,U-587,Sunk,,3/6/1942,46,55.3,Greenlandic,900,24,0,24,Ulrich Borcherdt,Hans Egede
587,U-587,Sunk,8.43.00 PM,3/8/1942,45.22,55.59,British,655,38,0,38,Ulrich Borcherdt,HMS Northern Princess (4.06)
587,U-587,Sunk,6.45.00 PM,3/9/1942,43.32,54.14,Greek,5719,32,29,3,Ulrich Borcherdt,Lily
587,U-587,Sunk,11.17.00 PM,3/23/1942,47,37,British,8106,65,8,57,Ulrich Borcherdt,Diala
588,U-588,Sunk,4.11.00 AM,1/22/1942,58.39,7.36,British,5851,48,0,48,Victor Vogel,Caledonian Monarch
588,U-588,Sunk,2.00.00 AM,3/1/1942,39.57,55.4,British,4890,47,0,47,Victor Vogel,Carperby
588,U-588,Sunk,6.32.00 AM,3/10/1942,39.5,73.52,American,6776,34,16,18,Victor Vogel,Gulftrade
255,U-255,Sunk,2.13.00 PM,2/3/1943,70.52,0.21,American,7460,70,70,0,Reinhart Reche,Greylock
588,U-588,Sunk,3.10.00 AM,5/10/1942,42.56,63.59,British,4031,34,25,9,Victor Vogel,KittyÂ´s Brook
588,U-588,Sunk,6.02.00 PM,5/17/1942,43.07,67.18,Norwegian,2117,24,23,1,Victor Vogel,Skottland
588,U-588,Damaged,3.56.00 AM,5/18/1942,43.01,67.02,British,5671,61,60,1,Victor Vogel,Fort Binger
588,U-588,Sunk,8.10.00 PM,5/22/1942,38.53,69.57,American,3282,31,30,1,Victor Vogel,Plow City
588,U-588,Sunk,10.03.00 PM,5/23/1942,39,68,British,4545,45,44,1,Victor Vogel,Margot
589,U-589,Damaged,3.13.00 AM,5/1/1942,71.46,34.3,Soviet,2847,41,14,27,Hans-Joachim Horrer,Tsiolkovskij
589,U-589,Sunk,,10/11/1942,73.15,54.17,Soviet,417,43,18,25,Hans-Joachim Horrer,Musson (No 23)
590,U-590,Damaged,2.15.00 AM,3/11/1943,51.14,29.18,British,5464,,,,Heinrich Müller-Edzards,Jamaica Producer
590,U-590,Sunk,4.00.00 PM,7/4/1943,,,Brazilian,5228,42,37,5,Werner Krüer,Pelotaslãide
591,U-591,Sunk,3.56.00 AM,12/21/1942,50.23,38,British,3066,40,0,40,Hans-Jürgen Zetzsche,Montreal City
435,U-435,Sunk,9.52.00 PM,12/29/1942,43.27,27.15,Norwegian,5701,37,0,37,Siegfried Strelow,Norse King
591,U-591,Sunk,11.17.00 PM,12/29/1942,43.23,27.14,British,4871,53,49,4,Hans-Jürgen Zetzsche,Zarian
591,U-591,Sunk,2.10.00 AM,3/7/1943,57,36,British,6116,48,0,48,Hans-Jürgen Zetzsche,Empire Impala
591,U-591,Sunk,4.21.00 PM,3/8/1943,58.42,31.25,Yugoslavian,5879,46,0,46,Hans-Jürgen Zetzsche,Vojvoda Putnik
592,U-592,Sunk,6.05.00 PM,10/14/1942,69.45,60.45,Soviet,3770,,,0,Carl Borm,Shchors
593,U-593,Damaged,1.57.00 PM,5/14/1942,39.45,72.35,Greek,4853,33,33,0,Gerd Kelbling,Stavros
593,U-593,Total Loss,8.53.00 PM,5/25/1942,39.44,73.53,Panamanian,8426,37,28,9,Gerd Kelbling,Persephone
593,U-593,Sunk,6.48.00 PM,8/5/1942,53.05,43.38,Dutch,3616,39,36,3,Gerd Kelbling,Spar
593,U-593,Sunk,3.16.00 PM,11/12/1942,35.53,0.33,British,5332,62,61,1,Gerd Kelbling,Browning
593,U-593,Sunk,8.34.00 AM,3/18/1943,32.59,22.21,British,1940,37,15,22,Gerd Kelbling,Dafila
593,U-593,Sunk,8.34.00 AM,3/18/1943,32.59,22.21,British,2626,81,72,9,Gerd Kelbling,Kaying
593,U-593,Sunk,3.24.00 PM,3/27/1943,33,22.5,British,5157,142,13,129,Gerd Kelbling,City of Guildford
593,U-593,Sunk,12.24.00 AM,4/11/1943,32.15,23.55,British,1858,37,21,16,Gerd Kelbling,Runo
593,U-593,Total Loss,9.31.00 PM,6/22/1943,36.59,4.01,American,1625,288,263,25,Gerd Kelbling,USS LST-333
593,U-593,Damaged,9.31.00 PM,6/22/1943,36.59,4.01,American,1625,241,218,23,Gerd Kelbling,USS LST-387
593,U-593,Sunk,3.43.00 PM,7/5/1943,37.01,4.1,British,6054,342,290,52,Gerd Kelbling,Devis
593,U-593,Sunk,,7/5/1943,37.01,4.1,British,52,,,,Gerd Kelbling,HMS LCM-1123
593,U-593,Damaged,,7/5/1943,37.01,4.1,British,52,,,,Gerd Kelbling,HMS LCM-1129
593,U-593,Sunk,9.14.00 AM,9/21/1943,40.05,14.43,American,7176,267,265,2,Gerd Kelbling,William W. Gerhard
593,U-593,Sunk,11.46.00 AM,9/25/1943,40.2,14.35,American,815,103,31,72,Gerd Kelbling,USS Skill (AM 115)
593,U-593,Sunk,12.48.00 AM,11/3/1943,36.45,1.55,French,4531,49,14,35,Gerd Kelbling,Mont Viso
593,U-593,Sunk,7.10.00 AM,12/12/1943,37.1,6.05,British,1000,155,82,73,Gerd Kelbling,HMS Tynedale (L 96)
593,U-593,Sunk,2.45.00 PM,12/12/1943,37.2,5.3,British,1087,164,80,84,Gerd Kelbling,HMS Holcombe (L 56)
594,U-594,Sunk,2.36.00 PM,9/13/1942,48.18,39.43,Panamanian,6131,52,39,13,Friedrich Mumm,Stone Street
594,U-594,Sunk,5.06.00 AM,1/26/1943,58.2,39.3,Norwegian,8259,35,24,11,Friedrich Mumm,Kollbjørg
596,U-596,Sunk,7.45.00 AM,8/16/1942,55.43,25.58,Swedish,4966,47,38,9,Gunter Jahn,Suecia
596,U-596,Sunk,3.17.00 PM,9/20/1942,56.2,38.1,British,5676,46,46,0,Gunter Jahn,Empire Hartebeeste
596,U-596,Sunk,5.08.00 PM,2/7/1943,36.21,0.18,British,246,25,7,18,Gunter Jahn,HMS LCI(L)-162
596,U-596,Damaged,6.44.00 PM,3/9/1943,36.51,1.09,British,7133,60,60,0,Gunter Jahn,Fort Norman
596,U-596,Damaged,6.44.00 PM,3/9/1943,36.51,1.09,British,7047,68,68,0,Gunter Jahn,Empire Standard
596,U-596,Sunk,8.06.00 PM,3/30/1943,36.55,1.39,Norwegian,9551,44,44,0,Gunter Jahn,Hallanger
596,U-596,Sunk,8.15.00 PM,3/30/1943,36.52,1.47,British,7133,54,54,0,Gunter Jahn,Fort a la Corne
596,U-596,Sunk,10.40.00 PM,8/20/1943,,,Egyptian,68,,,,Victor-Wilhelm Nonn,El Sayeda
596,U-596,Sunk,12.42.00 PM,8/21/1943,33.42,34.43,British,21,,,0,Victor-Wilhelm Nonn,Panikos
596,U-596,Sunk,3.00.00 PM,8/21/1943,33.42,34.43,British,50,,,0,Victor-Wilhelm Nonn,Namaz
596,U-596,Sunk,11.43.00 PM,8/21/1943,,,Palestinian,132,11,2,9,Victor-Wilhelm Nonn,Lily
596,U-596,Sunk,1.58.00 PM,8/30/1943,34.4,33.2,Egyptian,183,10,10,0,Victor-Wilhelm Nonn,Nagwa
596,U-596,Sunk,9.10.00 AM,9/7/1943,34.02,33.05,Egyptian,80,,,0,Victor-Wilhelm Nonn,Hamidieh
596,U-596,Sunk,1.47.00 PM,10/4/1943,32.57,21.11,Norwegian,5542,54,52,2,Victor-Wilhelm Nonn,Marit
596,U-596,Sunk,1.17.00 PM,12/9/1943,39.15,17.3,British,8009,197,192,5,Victor-Wilhelm Nonn,Cap Padaran
598,U-598,Sunk,11.55.00 AM,8/14/1942,21.45,76.1,British,2323,47,40,7,Gottfried Holtorf,Michael Jebsen
126,U-126,Damaged,7.34.00 AM,6/2/1943,,13.26,British,6197,72,72,0,Siegfried Kietz,Standella
598,U-598,Sunk,11.55.00 AM,8/14/1942,21.45,76.1,British,6972,55,49,6,Gottfried Holtorf,Empire Corporal
600,U-600,Sunk,9.30.00 PM,8/10/1942,21.5,68.4,British,130,11,11,0,Bernhard Zurmühlen,Vivian P. Smith
600,U-600,Sunk,9.48.00 AM,8/13/1942,19.55,73.49,American,5032,58,50,8,Bernhard Zurmühlen,Delmundo
600,U-600,Sunk,9.48.00 AM,8/13/1942,19.55,73.49,Latvian,4520,37,14,23,Bernhard Zurmühlen,Everelza
600,U-600,Sunk,1.37.00 AM,12/8/1942,57.5,23.1,American,6762,62,0,62,Bernhard Zurmühlen,James McKay
628,U-628,Sunk,7.54.00 AM,2/24/1943,45.12,39.17,Norwegian,4391,37,37,0,Heinrich Hasenschar,Ingria
91,U-91,Sunk,5.56.00 AM,3/17/1943,50.38,34.46,American,6125,84,70,14,Heinz Walkerling,Irénée Du Pont
91,U-91,Sunk,5.56.00 AM,3/17/1943,50.34,35.02,British,8714,94,94,0,Heinz Walkerling,Nariva
600,U-600,Sunk,5.56.00 AM,3/17/1943,50.36,34.3,British,12156,100,96,4,Bernhard Zurmühlen,Southern Princess
601,U-601,Sunk,12.23.00 AM,8/1/1942,71.08,52.19,Soviet,2513,45,38,7,Peter-Ottmar Grau,Krest'janin
601,U-601,Sunk,2.09.00 PM,8/24/1942,73.52,77.4,Soviet,2332,,0,,Peter-Ottmar Grau,Kujbyshev
601,U-601,Sunk,2.09.00 PM,8/24/1942,73.52,77.4,Soviet,50,,0,,Peter-Ottmar Grau,Medvezhonok
601,U-601,Sunk,7.28.00 AM,11/23/1942,75.3,8,Soviet,3974,41,0,41,Peter-Ottmar Grau,Kuznets Lesov
602,U-602,Total Loss,11.30.00 PM,12/9/1942,36.4,0.04,British,1540,,,7,Philipp Schüler,HMS Porcupine (G 93)
603,U-603,Sunk,4.59.00 PM,2/21/1943,49.26,29.08,Norwegian,5964,37,34,3,Hans-Joachim Bertelsmann,Stigstad
603,U-603,Sunk,7.14.00 AM,2/23/1943,47,36.2,Norwegian,6409,37,34,3,Hans-Joachim Bertelsmann,Glittre
603,U-603,Sunk,11.00.00 PM,3/16/1943,50.38,34.46,Norwegian,5214,40,40,0,Hans-Joachim Bertelsmann,Elin K.
603,U-603,Sunk,,5/12/1943,47.19,24.41,Norwegian,4819,42,39,3,Rudolf Baltz,Brand
604,U-604,Sunk,1.40.00 PM,8/25/1942,52.05,30.5,Dutch,7906,64,62,2,Horst Höltring,Abbekerk
604,U-604,Sunk,5.40.00 PM,10/27/1942,27.15,17.55,British,7705,35,35,0,Horst Höltring,Anglo Mærsk
604,U-604,Sunk,9.29.00 PM,10/30/1942,35.08,16.44,British,11898,345,85,260,Horst Höltring,Président Doumer
604,U-604,Sunk,11.02.00 PM,10/30/1942,36.06,16.59,British,3642,49,49,0,Horst Höltring,Baron Vernon
